country,month,value
Sri Lanka,2012-11-01,0.0127466
Tanzania,2012-11-01,143.9654834
Thailand,2012-11-01,17.5949472
Timor-Leste,2012-11-01,6.2159972
Togo,2012-11-01,1.2036667
Trinidad & Tobago,2012-11-01,0.120265
Uganda,2012-11-01,224.396
Venezuela,2012-11-01,0.0364952
Vietnam,2012-11-01,1752.241943
Yemen,2012-11-01,5.436741
Zambia,2012-11-01,1.0471092
Zimbabwe,2012-11-01,0.2654851
Angola,2012-12-01,0.855
Benin,2012-12-01,0
Bolivia,2012-12-01,7.75858
Brazil,2012-12-01,2953.63593
Burundi,2012-12-01,41.0904333
Cameroon,2012-12-01,11.8
Central African Republic,2012-12-01,0
Colombia,2012-12-01,786.7192094
"Congo, DR",2012-12-01,7.04
Congo,2012-12-01,0
Costa Rica,2012-12-01,99.5294529
Cote d'Ivoire,2012-12-01,19.3758
Cuba,2012-12-01,1.54
Dominican Republic,2012-12-01,19.3631037
Ecuador,2012-12-01,153.2707432
El Salvador,2012-12-01,75.2814327
Equatorial Guinea,2012-12-01,0
Ethiopia,2012-12-01,257.0143234
Gabon,2012-12-01,0
Ghana,2012-12-01,2.5405667
Guatemala,2012-12-01,140.3705057
Guinea,2012-12-01,31.7545582
Guyana,2012-12-01,0.1481433
Haiti,2012-12-01,0.0908041
Honduras,2012-12-01,343.079707
India,2012-12-01,237.6221089
Indonesia,2012-12-01,1008.881354
Jamaica,2012-12-01,0.4396286
Kenya,2012-12-01,47.1699005
Laos,2012-12-01,9.6256198
Liberia,2012-12-01,0
Madagascar,2012-12-01,11.7788985
Malawi,2012-12-01,3.0023436
Mexico,2012-12-01,202.8871697
Nepal,2012-12-01,0.0458673
Nicaragua,2012-12-01,62.9986091
Nigeria,2012-12-01,0.0551782
Panama,2012-12-01,0.9001708
Papua New Guinea,2012-12-01,43.7616667
Paraguay,2012-12-01,0
Peru,2012-12-01,292.9802696
Philippines,2012-12-01,0.1532862
Rwanda,2012-12-01,29.0520208
Sierra Leone,2012-12-01,2.9284217
Sri Lanka,2012-12-01,0.0127466
Tanzania,2012-12-01,86.6932501
Thailand,2012-12-01,24.5065663
Timor-Leste,2012-12-01,13.8136806
Togo,2012-12-01,0
Trinidad & Tobago,2012-12-01,0.120265
Uganda,2012-12-01,240.631
Venezuela,2012-12-01,0.0025204
Vietnam,2012-12-01,1845.27109
Yemen,2012-12-01,4.8895964
Zambia,2012-12-01,0.3604425
Zimbabwe,2012-12-01,0.6639183
Angola,2013-01-01,0
Benin,2013-01-01,0
Bolivia,2013-01-01,4.729
Brazil,2013-01-01,2570.011877
Burundi,2013-01-01,32.0217167
Cameroon,2013-01-01,0.32
Central African Republic,2013-01-01,0.3
Colombia,2013-01-01,743.2103371
"Congo, DR",2013-01-01,7.72
Congo,2013-01-01,0
Costa Rica,2013-01-01,113.0016235
Cote d'Ivoire,2013-01-01,144.4969333
Cuba,2013-01-01,0.9
Dominican Republic,2013-01-01,10.266644
Ecuador,2013-01-01,91.5195833
El Salvador,2013-01-01,116.6586781
Equatorial Guinea,2013-01-01,0
Ethiopia,2013-01-01,195.9896667
Gabon,2013-01-01,0
Ghana,2013-01-01,10.0140639
Guatemala,2013-01-01,265.8593704
Guinea,2013-01-01,12.3249291
Guyana,2013-01-01,0.0926025
Haiti,2013-01-01,0.2524568
Honduras,2013-01-01,639.6689927
India,2013-01-01,264.0438994
Indonesia,2013-01-01,645.2471218
Jamaica,2013-01-01,0.3637428
Kenya,2013-01-01,49.501236
Laos,2013-01-01,23.7007895
Liberia,2013-01-01,0
Madagascar,2013-01-01,14.4180097
Malawi,2013-01-01,3.60968
Mexico,2013-01-01,227.922629
Nepal,2013-01-01,0.0346725
Nicaragua,2013-01-01,106.1051061
Nigeria,2013-01-01,0.5093754
Panama,2013-01-01,2.7334673
Papua New Guinea,2013-01-01,38.40228
Paraguay,2013-01-01,0.0017333
Peru,2013-01-01,107.0954309
Philippines,2013-01-01,0.3852478
Rwanda,2013-01-01,18.512994
Sierra Leone,2013-01-01,3.4159938
Sri Lanka,2013-01-01,0.0233461
Tanzania,2013-01-01,125.6862
Thailand,2013-01-01,4.9178759
Timor-Leste,2013-01-01,7.4219238
Togo,2013-01-01,6.865
Trinidad & Tobago,2013-01-01,0.2070162
Uganda,2013-01-01,345.114
Venezuela,2013-01-01,0.0386359
Vietnam,2013-01-01,2585.536103
Yemen,2013-01-01,4.1544083
Zambia,2013-01-01,0.3345478
Zimbabwe,2013-01-01,0.1041389
Angola,2013-02-01,0
Benin,2013-02-01,0
Bolivia,2013-02-01,2.955
Brazil,2013-02-01,2232.510858
Burundi,2013-02-01,13.3087333
Cameroon,2013-02-01,6.5
Central African Republic,2013-02-01,0
Colombia,2013-02-01,714.577734
"Congo, DR",2013-02-01,12.8
Congo,2013-02-01,0
Costa Rica,2013-02-01,147.4144064
Cote d'Ivoire,2013-02-01,54.2354833
Cuba,2013-02-01,2.42
Dominican Republic,2013-02-01,3.2588103
Ecuador,2013-02-01,116.4602665
El Salvador,2013-02-01,137.8337673
Equatorial Guinea,2013-02-01,0
Ethiopia,2013-02-01,152.8025
Gabon,2013-02-01,0
Ghana,2013-02-01,3.9525806
Guatemala,2013-02-01,344.3109704
Guinea,2013-02-01,12.4744124
Guyana,2013-02-01,0.0926025
Haiti,2013-02-01,1.2986569
Honduras,2013-02-01,581.5481167
India,2013-02-01,474.4121078
Indonesia,2013-02-01,714.3062004
Jamaica,2013-02-01,0.9728036
Kenya,2013-02-01,72.963992
Laos,2013-02-01,23.8554462
Liberia,2013-02-01,0
Madagascar,2013-02-01,11.0048599
Malawi,2013-02-01,2.80693
Mexico,2013-02-01,354.6886404
Nepal,2013-02-01,0.0427892
Nicaragua,2013-02-01,121.4966163
Nigeria,2013-02-01,0.0077087
Panama,2013-02-01,2.3410824
Papua New Guinea,2013-02-01,30.90495
Paraguay,2013-02-01,0
Peru,2013-02-01,77.9026486
Philippines,2013-02-01,0.1543813
Rwanda,2013-02-01,19.6925835
Sierra Leone,2013-02-01,4.1909005
Sri Lanka,2013-02-01,0.0233461
Tanzania,2013-02-01,138.3277
Thailand,2013-02-01,3.9966404
Timor-Leste,2013-02-01,4.8370072
Togo,2013-02-01,14.5070667
Trinidad & Tobago,2013-02-01,0.2070162
Uganda,2013-02-01,344.04
Venezuela,2013-02-01,0.0385367
Vietnam,2013-02-01,1628.286887
Yemen,2013-02-01,4.4143583
Zambia,2013-02-01,0.2502144
Zimbabwe,2013-02-01,0.1387856
Angola,2013-03-01,1.155
Benin,2013-03-01,0
Bolivia,2013-03-01,2.648
Brazil,2013-03-01,2591.573554
Burundi,2013-03-01,17.9577667
Cameroon,2013-03-01,31.925
Central African Republic,2013-03-01,0
Colombia,2013-03-01,676.8175044
"Congo, DR",2013-03-01,18.56
Congo,2013-03-01,0
Costa Rica,2013-03-01,180.2326792
Cote d'Ivoire,2013-03-01,248.1307
Cuba,2013-03-01,2.417
Dominican Republic,2013-03-01,8.7939101
Ecuador,2013-03-01,121.64461
El Salvador,2013-03-01,145.8277482
Equatorial Guinea,2013-03-01,0
Ethiopia,2013-03-01,224.2786667
Gabon,2013-03-01,0
Ghana,2013-03-01,6.1184973
Guatemala,2013-03-01,384.0730107
Guinea,2013-03-01,13.6958457
Guyana,2013-03-01,0.0926025
Haiti,2013-03-01,0.7692568
Honduras,2013-03-01,659.0366333
India,2013-03-01,793.6695521
Indonesia,2013-03-01,721.187733
Jamaica,2013-03-01,2.0856164
Kenya,2013-03-01,69.8605467
Laos,2013-03-01,24.0844229
Liberia,2013-03-01,0
Madagascar,2013-03-01,11.1724621
Malawi,2013-03-01,3.5173968
Mexico,2013-03-01,346.1319347
Nepal,2013-03-01,0.0593558
Nicaragua,2013-03-01,182.8025128
Nigeria,2013-03-01,0.0077087
Panama,2013-03-01,4.0502507
Papua New Guinea,2013-03-01,30.79665
Paraguay,2013-03-01,0.0010833
Peru,2013-03-01,72.6425436
Philippines,2013-03-01,0.0296198
Rwanda,2013-03-01,17.3320067
Sierra Leone,2013-03-01,6.2426004
Sri Lanka,2013-03-01,0.0233461
Tanzania,2013-03-01,121.7800334
Thailand,2013-03-01,6.07134
Timor-Leste,2013-03-01,4.6935738
Togo,2013-03-01,14.0211
Trinidad & Tobago,2013-03-01,0.2070162
Uganda,2013-03-01,309.19
Venezuela,2013-03-01,0.0385367
Vietnam,2013-03-01,1961.060607
Yemen,2013-03-01,4.8763253
Zambia,2013-03-01,0.8360478
Zimbabwe,2013-03-01,0.1041389
Angola,2013-04-01,0
Benin,2013-04-01,0
Bolivia,2013-04-01,2.509
Brazil,2013-04-01,2775.550695
Burundi,2013-04-01,1.35
Cameroon,2013-04-01,58.0616667
Central African Republic,2013-04-01,0
Colombia,2013-04-01,685.7574364
"Congo, DR",2013-04-01,15.12
Congo,2013-04-01,0
Costa Rica,2013-04-01,170.359716
Cote d'Ivoire,2013-04-01,146.5154166
Cuba,2013-04-01,1.65
Dominican Republic,2013-04-01,7.8656398
Ecuador,2013-04-01,99.0592641
El Salvador,2013-04-01,127.5719696
Equatorial Guinea,2013-04-01,0
Ethiopia,2013-04-01,258.9277333
Gabon,2013-04-01,0
Ghana,2013-04-01,7.9320805
Guatemala,2013-04-01,435.7544451
Guinea,2013-04-01,12.0271291
Guyana,2013-04-01,0.0926025
Haiti,2013-04-01,0.3114117
Honduras,2013-04-01,589.346733
India,2013-04-01,528.7510001
Indonesia,2013-04-01,825.3511931
Jamaica,2013-04-01,2.391904
Kenya,2013-04-01,66.9096073
Laos,2013-04-01,39.990958
Liberia,2013-04-01,0
Madagascar,2013-04-01,18.1590599
Malawi,2013-04-01,2.0456801
Mexico,2013-04-01,386.577552
Nepal,2013-04-01,0.0846725
Nicaragua,2013-04-01,272.8219326
Nigeria,2013-04-01,0.0193754
Panama,2013-04-01,8.1138028
Papua New Guinea,2013-04-01,50.29013
Paraguay,2013-04-01,0.00175
Peru,2013-04-01,85.90182
Philippines,2013-04-01,0.1327342
Rwanda,2013-04-01,14.2880273
Sierra Leone,2013-04-01,6.4238504
Sri Lanka,2013-04-01,0.0233461
Tanzania,2013-04-01,115.8302332
Thailand,2013-04-01,8.4834614
Timor-Leste,2013-04-01,7.7496572
Togo,2013-04-01,18.565
Trinidad & Tobago,2013-04-01,0.2070162
Uganda,2013-04-01,248.749
Venezuela,2013-04-01,1.46687
Vietnam,2013-04-01,1671.697436
Yemen,2013-04-01,4.306325
Zambia,2013-04-01,0.3968977
Zimbabwe,2013-04-01,0.2024722
Angola,2013-05-01,0.855
Benin,2013-05-01,0
Bolivia,2013-05-01,1.89
Brazil,2013-05-01,2580.821069
Burundi,2013-05-01,0.625
Cameroon,2013-05-01,42.37
Central African Republic,2013-05-01,0.7
Colombia,2013-05-01,855.0510706
"Congo, DR",2013-05-01,15.68
Congo,2013-05-01,0
Costa Rica,2013-05-01,201.1897266
Cote d'Ivoire,2013-05-01,246.8581666
Cuba,2013-05-01,1.757
Dominican Republic,2013-05-01,7.7676136
Ecuador,2013-05-01,103.0126484
El Salvador,2013-05-01,136.8877165
Equatorial Guinea,2013-05-01,0
Ethiopia,2013-05-01,266.24661
Gabon,2013-05-01,0
Ghana,2013-05-01,13.5454473
Guatemala,2013-05-01,467.2542869
Guinea,2013-05-01,11.3381291
Guyana,2013-05-01,0.0926025
Haiti,2013-05-01,1.5835736
Honduras,2013-05-01,503.0497747
India,2013-05-01,506.4479368
Indonesia,2013-05-01,858.4730633
Jamaica,2013-05-01,1.7515751
Kenya,2013-05-01,76.3631667
Laos,2013-05-01,31.6691562
Liberia,2013-05-01,0.3166667
Madagascar,2013-05-01,15.8586771
Malawi,2013-05-01,4.21878
Mexico,2013-05-01,316.1966426
Nepal,2013-05-01,0.1485241
Nicaragua,2013-05-01,226.0009854
Nigeria,2013-05-01,0.0077087
Panama,2013-05-01,9.6075823
Papua New Guinea,2013-05-01,51.75249
Paraguay,2013-05-01,0
Peru,2013-05-01,161.058251
Philippines,2013-05-01,0.1417503
Rwanda,2013-05-01,8.9782274
Sierra Leone,2013-05-01,5.1987503
Sri Lanka,2013-05-01,0.0233461
Tanzania,2013-05-01,87.3338833
Thailand,2013-05-01,8.3020548
Timor-Leste,2013-05-01,6.5007405
Togo,2013-05-01,12.33825
Trinidad & Tobago,2013-05-01,0.2070162
Uganda,2013-05-01,393.395
Venezuela,2013-05-01,0.3155206
Vietnam,2013-05-01,1772.970331
Yemen,2013-05-01,5.364705
Zambia,2013-05-01,1.3944811
Zimbabwe,2013-05-01,0.1141389
Angola,2013-06-01,0.855
Benin,2013-06-01,0
Bolivia,2013-06-01,1.7566667
Brazil,2013-06-01,2363.423558
Burundi,2013-06-01,0
Cameroon,2013-06-01,47.799
Central African Republic,2013-06-01,0
Colombia,2013-06-01,672.3944307
"Congo, DR",2013-06-01,14.6933333
Congo,2013-06-01,0
Costa Rica,2013-06-01,158.8666622
Cote d'Ivoire,2013-06-01,210.9066167
Cuba,2013-06-01,0.586
Dominican Republic,2013-06-01,8.6938001
Ecuador,2013-06-01,101.7496054
El Salvador,2013-06-01,104.0783582
Equatorial Guinea,2013-06-01,0
Ethiopia,2013-06-01,356.7518983
Gabon,2013-06-01,0
Ghana,2013-06-01,19.1663974
Guatemala,2013-06-01,423.5051007
Guinea,2013-06-01,9.8151291
Guyana,2013-06-01,0.0926025
Haiti,2013-06-01,0.8097402
Honduras,2013-06-01,453.1146
India,2013-06-01,462.6108784
Indonesia,2013-06-01,947.4714403
Jamaica,2013-06-01,1.8754331
Kenya,2013-06-01,84.3147555
Laos,2013-06-01,56.6177394
Liberia,2013-06-01,1.895
Madagascar,2013-06-01,13.8621451
Malawi,2013-06-01,2.4152467
Mexico,2013-06-01,334.7748312
Nepal,2013-06-01,0.0756558
Nicaragua,2013-06-01,216.5855519
Nigeria,2013-06-01,0.0077087
Panama,2013-06-01,5.0674412
Papua New Guinea,2013-06-01,68.84833
Paraguay,2013-06-01,0
Peru,2013-06-01,269.852565
Philippines,2013-06-01,0.0192549
Rwanda,2013-06-01,14.3261786
Sierra Leone,2013-06-01,9.6281232
Sri Lanka,2013-06-01,0.0233461
Tanzania,2013-06-01,52.3989333
Thailand,2013-06-01,4.9661497
Timor-Leste,2013-06-01,3.0219238
Togo,2013-06-01,3.9644333
Trinidad & Tobago,2013-06-01,0.2070162
Uganda,2013-06-01,361.461
Venezuela,2013-06-01,0.0424934
Vietnam,2013-06-01,1620.446046
Yemen,2013-06-01,4.3725917
Zambia,2013-06-01,0.4204645
Zimbabwe,2013-06-01,0.1854389
Angola,2013-07-01,0
Benin,2013-07-01,0
Bolivia,2013-07-01,4.6275
Brazil,2013-07-01,2232.74723
Burundi,2013-07-01,0
Cameroon,2013-07-01,36.4
Central African Republic,2013-07-01,0
Colombia,2013-07-01,784.4363049
"Congo, DR",2013-07-01,12.167
Congo,2013-07-01,0
Costa Rica,2013-07-01,112.4510548
Cote d'Ivoire,2013-07-01,204.6306834
Cuba,2013-07-01,0.753
Dominican Republic,2013-07-01,5.8468891
Ecuador,2013-07-01,100.9255313
El Salvador,2013-07-01,124.1608307
Equatorial Guinea,2013-07-01,0
Ethiopia,2013-07-01,438.1641667
Gabon,2013-07-01,0
Ghana,2013-07-01,5.5290506
Guatemala,2013-07-01,375.1866225
Guinea,2013-07-01,9.7271191
Guyana,2013-07-01,0.0926025
Haiti,2013-07-01,0.0683069
Honduras,2013-07-01,231.065107
India,2013-07-01,387.5656413
Indonesia,2013-07-01,1194.35274
Jamaica,2013-07-01,1.4972652
Kenya,2013-07-01,84.8948372
Laos,2013-07-01,51.4865561
Liberia,2013-07-01,1.0893333
Madagascar,2013-07-01,14.37252
Malawi,2013-07-01,1.84988
Mexico,2013-07-01,277.6259699
Nepal,2013-07-01,0.0555058
Nicaragua,2013-07-01,169.1088866
Nigeria,2013-07-01,0.122942
Panama,2013-07-01,3.6366089
Papua New Guinea,2013-07-01,113.03557
Paraguay,2013-07-01,4.33e-5
Peru,2013-07-01,459.88101
Philippines,2013-07-01,0.3042373
Rwanda,2013-07-01,13.7551322
Sierra Leone,2013-07-01,5.8275337
Sri Lanka,2013-07-01,0.0233461
Tanzania,2013-07-01,46.4107166
Thailand,2013-07-01,4.2015357
Timor-Leste,2013-07-01,2.3169238
Togo,2013-07-01,3.3601833
Trinidad & Tobago,2013-07-01,0.2070162
Uganda,2013-07-01,395.564
Venezuela,2013-07-01,0.0385367
Vietnam,2013-07-01,1523.661513
Yemen,2013-07-01,4.8600084
Zambia,2013-07-01,0.1778478
Zimbabwe,2013-07-01,0.1041389
Angola,2013-08-01,0
Benin,2013-08-01,0
Bolivia,2013-08-01,4.9716667
Brazil,2013-08-01,2660.039373
Burundi,2013-08-01,15.175
Cameroon,2013-08-01,22.867
Central African Republic,2013-08-01,0
Colombia,2013-08-01,930.7233904
"Congo, DR",2013-08-01,12.1
Congo,2013-08-01,0
Costa Rica,2013-08-01,83.8450694
Cote d'Ivoire,2013-08-01,113.4523333
Cuba,2013-08-01,0
Dominican Republic,2013-08-01,5.780725
Ecuador,2013-08-01,92.0357664
El Salvador,2013-08-01,82.9055209
Equatorial Guinea,2013-08-01,0
Ethiopia,2013-08-01,274.427
Gabon,2013-08-01,0
Ghana,2013-08-01,3.7255806
Guatemala,2013-08-01,357.0344683
Guinea,2013-08-01,9.7447258
Guyana,2013-08-01,0.0926025
Haiti,2013-08-01,1.7289568
Honduras,2013-08-01,144.257886
India,2013-08-01,399.502204
Indonesia,2013-08-01,954.6353344
Jamaica,2013-08-01,1.8300637
Kenya,2013-08-01,62.7137
Laos,2013-08-01,50.6289829
Liberia,2013-08-01,0
Madagascar,2013-08-01,13.1478952
Malawi,2013-08-01,1.0340634
Mexico,2013-08-01,231.1798173
Nepal,2013-08-01,0.2948392
Nicaragua,2013-08-01,165.9530766
Nigeria,2013-08-01,0.0077087
Panama,2013-08-01,2.9451078
Papua New Guinea,2013-08-01,77.64283
Paraguay,2013-08-01,0
Peru,2013-08-01,608.097148
Philippines,2013-08-01,0.1730266
Rwanda,2013-08-01,21.6484608
Sierra Leone,2013-08-01,2.9402004
Sri Lanka,2013-08-01,0.0233461
Tanzania,2013-08-01,21.4502333
Thailand,2013-08-01,1.5334819
Timor-Leste,2013-08-01,1.3105372
Togo,2013-08-01,5.6684167
Trinidad & Tobago,2013-08-01,0.2070162
Uganda,2013-08-01,318.394
Venezuela,2013-08-01,0.0385367
Vietnam,2013-08-01,1477.300956
Yemen,2013-08-01,4.5775458
Zambia,2013-08-01,1.1448811
Zimbabwe,2013-08-01,0.4868056
Angola,2013-09-01,0.57
Benin,2013-09-01,0
Bolivia,2013-09-01,6.4608333
Brazil,2013-09-01,2726.447054
Burundi,2013-09-01,29.213
Cameroon,2013-09-01,11.61
Central African Republic,2013-09-01,0
Colombia,2013-09-01,674.0890794
"Congo, DR",2013-09-01,9.845
Congo,2013-09-01,0
Costa Rica,2013-09-01,42.8193089
Cote d'Ivoire,2013-09-01,141.4662167
Cuba,2013-09-01,0
Dominican Republic,2013-09-01,1.0351797
Ecuador,2013-09-01,127.428258
El Salvador,2013-09-01,45.0330682
Equatorial Guinea,2013-09-01,0
Ethiopia,2013-09-01,201.2821733
Gabon,2013-09-01,0
Ghana,2013-09-01,3.4454972
Guatemala,2013-09-01,243.3329963
Guinea,2013-09-01,9.8722974
Guyana,2013-09-01,0.0926025
Haiti,2013-09-01,0.0328735
Honduras,2013-09-01,49.8794407
India,2013-09-01,305.943896
Indonesia,2013-09-01,1378.854937
Jamaica,2013-09-01,0.7357667
Kenya,2013-09-01,79.0375233
Laos,2013-09-01,23.836803
Liberia,2013-09-01,0
Madagascar,2013-09-01,14.6551882
Malawi,2013-09-01,1.8245634
Mexico,2013-09-01,197.8536599
Nepal,2013-09-01,0.0946892
Nicaragua,2013-09-01,86.0276498
Nigeria,2013-09-01,0.0079069
Panama,2013-09-01,4.625676
Papua New Guinea,2013-09-01,102.3489
Paraguay,2013-09-01,0.0016667
Peru,2013-09-01,551.7370433
Philippines,2013-09-01,0.414434
Rwanda,2013-09-01,26.8780774
Sierra Leone,2013-09-01,3.7543504
Sri Lanka,2013-09-01,0.0233461
Tanzania,2013-09-01,16.9982299
Thailand,2013-09-01,1.2430335
Timor-Leste,2013-09-01,10.3507238
Togo,2013-09-01,0.2999167
Trinidad & Tobago,2013-09-01,0.2073495
Uganda,2013-09-01,224.301
Venezuela,2013-09-01,0.0385367
Vietnam,2013-09-01,1167.308822
Yemen,2013-09-01,4.5054583
Zambia,2013-09-01,3.1566311
Zimbabwe,2013-09-01,0.1063289
Angola,2013-10-01,0
Benin,2013-10-01,0
Bolivia,2013-10-01,6.35175
Brazil,2013-10-01,3234.833767
Burundi,2013-10-01,35.8776667
Cameroon,2013-10-01,7.6666667
Central African Republic,2013-10-01,0
Colombia,2013-10-01,880.1878829
"Congo, DR",2013-10-01,7.69
Congo,2013-10-01,0
Costa Rica,2013-10-01,27.1401778
Cote d'Ivoire,2013-10-01,152.7149166
Cuba,2013-10-01,0
Dominican Republic,2013-10-01,1.5267024
Ecuador,2013-10-01,101.7545015
El Salvador,2013-10-01,38.5492199
Equatorial Guinea,2013-10-01,0
Ethiopia,2013-10-01,209.5446667
Gabon,2013-10-01,0
Ghana,2013-10-01,4.5588707
Guatemala,2013-10-01,66.4455553
Guinea,2013-10-01,10.3008291
Guyana,2013-10-01,0.0926025
Haiti,2013-10-01,1.0233068
Honduras,2013-10-01,30.416442
India,2013-10-01,340.8496772
Indonesia,2013-10-01,1172.73325
Jamaica,2013-10-01,0.8773116
Kenya,2013-10-01,66.2338178
Laos,2013-10-01,31.7951329
Liberia,2013-10-01,0
Madagascar,2013-10-01,13.769535
Malawi,2013-10-01,1.4083968
Mexico,2013-10-01,168.6422523
Nepal,2013-10-01,0.0479641
Nicaragua,2013-10-01,45.2805004
Nigeria,2013-10-01,0.0077087
Panama,2013-10-01,2.3079497
Papua New Guinea,2013-10-01,103.37801
Paraguay,2013-10-01,0.0017333
Peru,2013-10-01,625.302024
Philippines,2013-10-01,0.575913
Rwanda,2013-10-01,30.5449573
Sierra Leone,2013-10-01,5.1003838
Sri Lanka,2013-10-01,0.0233461
Tanzania,2013-10-01,56.7966835
Thailand,2013-10-01,1.2681304
Timor-Leste,2013-10-01,4.7302572
Togo,2013-10-01,3.6986833
Trinidad & Tobago,2013-10-01,0.2070162
Uganda,2013-10-01,210.552
Venezuela,2013-10-01,0.0385367
Vietnam,2013-10-01,1350.446893
Yemen,2013-10-01,4.944975
Zambia,2013-10-01,0.9818811
Zimbabwe,2013-10-01,0.1041389
Angola,2013-11-01,0.6
Benin,2013-11-01,0
Bolivia,2013-11-01,7.90875
Brazil,2013-11-01,2699.050603
Burundi,2013-11-01,16.231
Cameroon,2013-11-01,1.5
Central African Republic,2013-11-01,0
Colombia,2013-11-01,1050.508596
"Congo, DR",2013-11-01,6.08
Congo,2013-11-01,0
Costa Rica,2013-11-01,39.4864329
Cote d'Ivoire,2013-11-01,158.6633
Cuba,2013-11-01,0.083
Dominican Republic,2013-11-01,1.3049885
Ecuador,2013-11-01,88.6966291
El Salvador,2013-11-01,19.1076416
Equatorial Guinea,2013-11-01,0
Ethiopia,2013-11-01,159.4493333
Gabon,2013-11-01,0
Ghana,2013-11-01,3.4499639
Guatemala,2013-11-01,88.4331764
Guinea,2013-11-01,9.6404141
Guyana,2013-11-01,0.0926025
Haiti,2013-11-01,0.3926902
Honduras,2013-11-01,48.32795
India,2013-11-01,273.793055
Indonesia,2013-11-01,887.4855467
Jamaica,2013-11-01,0.2609022
Kenya,2013-11-01,52.5345488
Laos,2013-11-01,26.8633096
Liberia,2013-11-01,0.2383333
Madagascar,2013-11-01,13.3626517
Malawi,2013-11-01,3.1285102
Mexico,2013-11-01,130.4548039
Nepal,2013-11-01,0.23847
Nicaragua,2013-11-01,37.8872464
Nigeria,2013-11-01,0.0077087
Panama,2013-11-01,1.5014307
Papua New Guinea,2013-11-01,71.0825
Paraguay,2013-11-01,0.0015167
Peru,2013-11-01,568.365026
Philippines,2013-11-01,2.59416
Rwanda,2013-11-01,37.8033832
Sierra Leone,2013-11-01,1.356617
Sri Lanka,2013-11-01,0.0233461
Tanzania,2013-11-01,61.9111668
Thailand,2013-11-01,1.8959436
Timor-Leste,2013-11-01,4.6253072
Togo,2013-11-01,2.1002167
Trinidad & Tobago,2013-11-01,0.2070162
Uganda,2013-11-01,263.733
Venezuela,2013-11-01,0.0385764
Vietnam,2013-11-01,1137.315
Yemen,2013-11-01,4.7267417
Zambia,2013-11-01,1.1077811
Zimbabwe,2013-11-01,0.1061389
Angola,2013-12-01,1.485
Benin,2013-12-01,0
Bolivia,2013-12-01,8.0423667
Brazil,2013-12-01,2995.221188
Burundi,2013-12-01,32.956
Cameroon,2013-12-01,4.9298833
Central African Republic,2013-12-01,0
Colombia,2013-12-01,1002.1536
"Congo, DR",2013-12-01,7.67
Congo,2013-12-01,0
Costa Rica,2013-12-01,67.1447291
Cote d'Ivoire,2013-12-01,140
Cuba,2013-12-01,1.849
Dominican Republic,2013-12-01,2.5824092
Ecuador,2013-12-01,117.8392466
El Salvador,2013-12-01,24.1289058
Equatorial Guinea,2013-12-01,0
Ethiopia,2013-12-01,132.2108333
Gabon,2013-12-01,0
Ghana,2013-12-01,4.0591306
Guatemala,2013-12-01,123.8213937
Guinea,2013-12-01,13.3161724
Guyana,2013-12-01,0.0926025
Haiti,2013-12-01,0.0082402
Honduras,2013-12-01,255.4072483
India,2013-12-01,295.048681
Indonesia,2013-12-01,581.5834754
Jamaica,2013-12-01,0.4113397
Kenya,2013-12-01,49.2145167
Laos,2013-12-01,21.071740900000002
Liberia,2013-12-01,0
Madagascar,2013-12-01,12.3554444
Malawi,2013-12-01,0.8705801
Mexico,2013-12-01,160.0009798
Nepal,2013-12-01,0.0432136
Nicaragua,2013-12-01,30.4799229
Nigeria,2013-12-01,0.0077087
Panama,2013-12-01,1.6187878
Papua New Guinea,2013-12-01,72.45
Paraguay,2013-12-01,0
Peru,2013-12-01,382.96862
Philippines,2013-12-01,1.1673798
Rwanda,2013-12-01,30.5017182
Sierra Leone,2013-12-01,2.9123338
Sri Lanka,2013-12-01,0.0233461
Tanzania,2013-12-01,89.8707668
Thailand,2013-12-01,2.4280555
Timor-Leste,2013-12-01,12.6813405
Togo,2013-12-01,5.3682667
Trinidad & Tobago,2013-12-01,0.2084045
Uganda,2013-12-01,257.386
Venezuela,2013-12-01,3.6301534
Vietnam,2013-12-01,1821.73382
Yemen,2013-12-01,4.2456916
Zambia,2013-12-01,0.0532144
Zimbabwe,2013-12-01,0.4241389
Angola,2014-01-01,0
Benin,2014-01-01,0
Bolivia,2014-01-01,10.6217667
Brazil,2014-01-01,2780.341492
Burundi,2014-01-01,9.869
Cameroon,2014-01-01,6
Central African Republic,2014-01-01,5.523
Colombia,2014-01-01,967.8980048
"Congo, DR",2014-01-01,6.72
Congo,2014-01-01,0
Costa Rica,2014-01-01,83.8050125
Cote d'Ivoire,2014-01-01,97.4189166
Cuba,2014-01-01,0.3
Dominican Republic,2014-01-01,1.2667901
Ecuador,2014-01-01,70.1493167
El Salvador,2014-01-01,38.670199
Equatorial Guinea,2014-01-01,0
Ethiopia,2014-01-01,104.2573333
Gabon,2014-01-01,0
Ghana,2014-01-01,4.9876667
Guatemala,2014-01-01,239.1222867
Guinea,2014-01-01,1.7376782
Guyana,2014-01-01,1.0445738
Haiti,2014-01-01,0.1700936
Honduras,2014-01-01,507.872844
India,2014-01-01,462.3616954
Indonesia,2014-01-01,387.0903329
Jamaica,2014-01-01,0.3131539
Kenya,2014-01-01,34.6727662
Laos,2014-01-01,28.0739372
Liberia,2014-01-01,0
Madagascar,2014-01-01,19.3236886
